fips,county,state,trump,clinton
41061,Union,Oregon,8431,3249
41015,Curry,Oregon,7212,4300
41013,Crook,Oregon,8511,2637
41065,Wasco,Oregon,5833,4781
41027,Hood River,Oregon,3272,6510
41045,Malheur,Oregon,7194,2246
41031,Jefferson,Oregon,5483,2980
41001,Baker,Oregon,6218,1797
41063,Wallowa,Oregon,2848,1116
41023,Grant,Oregon,3210,739
41049,Morrow,Oregon,2721,1017
41025,Harney,Oregon,2912,683
41037,Lake,Oregon,3022,639
41021,Gilliam,Oregon,671,239
41055,Sherman,Oregon,732,202
41069,Wheeler,Oregon,591,155
42101,Philadelphia,Pennsylvania,108748,584025
42003,Allegheny,Pennsylvania,259480,367617
42091,Montgomery,Pennsylvania,162731,256082
42017,Bucks,Pennsylvania,164361,167060
42045,Delaware,Pennsylvania,110667,177402
42029,Chester,Pennsylvania,116114,141682
42071,Lancaster,Pennsylvania,137914,91093
42133,York,Pennsylvania,128528,68524
42011,Berks,Pennsylvania,96626,78437
42129,Westmoreland,Pennsylvania,116522,59669
42077,Lehigh,Pennsylvania,73690,81324
42095,Northampton,Pennsylvania,71736,66272
42079,Luzerne,Pennsylvania,78688,52451
42043,Dauphin,Pennsylvania,60863,64706
42049,Erie,Pennsylvania,60069,58112
42041,Cumberland,Pennsylvania,69076,47085
42069,Lackawanna,Pennsylvania,48384,51983
42125,Washington,Pennsylvania,61386,36322
42019,Butler,Pennsylvania,64428,28584
42007,Beaver,Pennsylvania,48167,32531
42027,Centre,Pennsylvania,35274,37088
42055,Franklin,Pennsylvania,49768,17465
42089,Monroe,Pennsylvania,33386,33918
42021,Cambria,Pennsylvania,42258,18867
42107,Schuylkill,Pennsylvania,44001,16770
42075,Lebanon,Pennsylvania,40525,18953
42013,Blair,Pennsylvania,39135,13958
42051,Fayette,Pennsylvania,34590,17946
42085,Mercer,Pennsylvania,31544,18733
42081,Lycoming,Pennsylvania,35627,13020
42001,Adams,Pennsylvania,31423,14219
42073,Lawrence,Pennsylvania,25428,14009
42063,Indiana,Pennsylvania,24888,11528
42039,Crawford,Pennsylvania,24987,10971
42097,Northumberland,Pennsylvania,25427,9788
42111,Somerset,Pennsylvania,27379,7376
42033,Clearfield,Pennsylvania,24932,8200
42005,Armstrong,Pennsylvania,23484,7178
42025,Carbon,Pennsylvania,18743,8936
42037,Columbia,Pennsylvania,18004,8934
42103,Pike,Pennsylvania,16056,9256
42015,Bradford,Pennsylvania,18141,6369
42127,Wayne,Pennsylvania,16244,7008
42009,Bedford,Pennsylvania,19552,3645
42121,Venango,Pennsylvania,16021,6309
42099,Perry,Pennsylvania,15616,4632
42061,Huntingdon,Pennsylvania,14494,4539
42065,Jefferson,Pennsylvania,15192,3650
42115,Susquehanna,Pennsylvania,12891,5123
42087,Mifflin,Pennsylvania,14094,3877
42117,Tioga,Pennsylvania,13614,3901
42123,Warren,Pennsylvania,12477,5145
42119,Union,Pennsylvania,10622,6180
42031,Clarion,Pennsylvania,12576,4273
42109,Snyder,Pennsylvania,11725,4002
42083,McKean,Pennsylvania,11635,4025
42059,Greene,Pennsylvania,10849,4482
42035,Clinton,Pennsylvania,10022,4744
42047,Elk,Pennsylvania,10025,3853
42131,Wyoming,Pennsylvania,8837,3811
42067,Juniata,Pennsylvania,8273,1821
42093,Montour,Pennsylvania,5288,2857
42105,Potter,Pennsylvania,6251,1302
42057,Fulton,Pennsylvania,5694,912
42113,Sullivan,Pennsylvania,2291,750
42053,Forest,Pennsylvania,1683,626
42023,Cameron,Pennsylvania,1589,531
44001,Bristol,Rhode Island,8910,14532
44003,Kent,Rhode Island,38141,37582
44005,Newport,Rhode Island,14975,22680
44007,Providence,Rhode Island,90321,141597
44009,Washington,Rhode Island,27074,33511
45045,Greenville,South Carolina,127832,74483
45019,Charleston,South Carolina,75443,89299
45079,Richland,South Carolina,52469,108000
45051,Horry,South Carolina,89288,39410
45063,Lexington,South Carolina,80026,35230
45083,Spartanburg,South Carolina,76277,39997
45091,York,South Carolina,66754,41593
45007,Anderson,South Carolina,56232,21097
45015,Berkeley,South Carolina,44587,30705
45013,Beaufort,South Carolina,42922,32138
45003,Aiken,South Carolina,46025,25455
45035,Dorchester,South Carolina,34987,24055
45041,Florence,South Carolina,29573,26710
45077,Pickens,South Carolina,36236,10354
45085,Sumter,South Carolina,18745,24047
45057,Lancaster,South Carolina,23719,13812
45075,Orangeburg,South Carolina,11931,26318
45073,Oconee,South Carolina,24178,7998
45043,Georgetown,South Carolina,17389,13310
45031,Darlington,South Carolina,14989,13888
45055,Kershaw,South Carolina,17542,10330
45047,Greenwood,South Carolina,16961,10711
45059,Laurens,South Carolina,16816,8889
45021,Cherokee,South Carolina,15167,6092
45029,Colleton,South Carolina,9091,7627
45071,Newberry,South Carolina,10017,6217
45025,Chesterfield,South Carolina,9312,6858
45027,Clarendon,South Carolina,7386,7732
45089,Williamsburg,South Carolina,4864,9953
45067,Marion,South Carolina,5444,8569
45023,Chester,South Carolina,7265,6579
45087,Union,South Carolina,7061,4729
45033,Dillon,South Carolina,5637,5834
45037,Edgefield,South Carolina,6842,4491
45053,Jasper,South Carolina,5187,5956
45039,Fairfield,South Carolina,4027,6945
45001,Abbeville,South Carolina,6763,3741
45069,Marlboro,South Carolina,4267,5954
45011,Barnwell,South Carolina,4889,4400
45049,Hampton,South Carolina,3488,5170
45081,Saluda,South Carolina,5526,2813
45061,Lee,South Carolina,2803,5199
45017,Calhoun,South Carolina,3787,3573
45009,Bamberg,South Carolina,2204,3898
45065,McCormick,South Carolina,2652,2479
45005,Allendale,South Carolina,789,2735
46099,Minnehaha,South Dakota,42043,30610
46103,Pennington,South Dakota,29804,14074
46083,Lincoln,South Dakota,15499,8076
46013,Brown,South Dakota,9613,5452
46011,Brookings,South Dakota,6748,4879
46081,Lawrence,South Dakota,7411,3356
46029,Codington,South Dakota,7764,3174
46093,Meade,South Dakota,8441,2223
46135,Yankton,South Dakota,5659,3301
46065,Hughes,South Dakota,5174,2450
46035,Davison,South Dakota,5157,2355
46127,Union,South Dakota,5290,2227
46079,Lake,South Dakota,4038,2314
46005,Beadle,South Dakota,4455,1912
46027,Clay,South Dakota,2109,2608
46033,Custer,South Dakota,3293,1121
46019,Butte,South Dakota,3357,696
46125,Turner,South Dakota,2937,961
46109,Roberts,South Dakota,2144,1540
46051,Grant,South Dakota,2382,971
46047,Fall River,South Dakota,2511,821
46023,Charles Mix,South Dakota,2382,935
46067,Hutchinson,South Dakota,2517,692
46009,Bon Homme,South Dakota,2105,704
46115,Spink,South Dakota,1854,919
46101,Moody,South Dakota,1731,1043
46102,Oglala Lakota,South Dakota,241,2510
46057,Hamlin,South Dakota,2051,555
46037,Day,South Dakota,1627,974
46123,Tripp,South Dakota,2069,462
46087,McCook,South Dakota,1794,623
46077,Kingsbury,South Dakota,1680,703
46129,Walworth,South Dakota,1896,457
46015,Brule,South Dakota,1565,571
46121,Todd,South Dakota,487,1505
46053,Gregory,South Dakota,1600,391
46039,Deuel,South Dakota,1366,570
46061,Hanson,South Dakota,1497,424
46091,Marshall,South Dakota,1056,754
46045,Edmunds,South Dakota,1433,380
46059,Hand,South Dakota,1391,334
46041,Dewey,South Dakota,723,888
46025,Clark,South Dakota,1139,398
46105,Perkins,South Dakota,1333,188
46043,Douglas,South Dakota,1338,214
46117,Stanley,South Dakota,1148,329
46085,Lyman,South Dakota,977,369
46003,Aurora,South Dakota,974,340
46107,Potter,South Dakota,1071,215
46031,Corson,South Dakota,588,535
46007,Bennett,South Dakota,666,412
46089,McPherson,South Dakota,892,192
46111,Sanborn,South Dakota,819,241
46049,Faulk,South Dakota,858,204
46071,Jackson,South Dakota,722,323
46097,Miner,South Dakota,706,281
46055,Haakon,South Dakota,936,77
46073,Jerauld,South Dakota,648,264
46119,Sully,South Dakota,679,137
46021,Campbell,South Dakota,704,105
46063,Harding,South Dakota,695,38
46137,Ziebach,South Dakota,368,353
46069,Hyde,South Dakota,543,125
46095,Mellette,South Dakota,402,238
46075,Jones,South Dakota,450,69
46017,Buffalo,South Dakota,171,296
47157,Shelby,Tennessee,116344,208992
47037,Davidson,Tennessee,84550,148864
47093,Knox,Tennessee,105767,62878
47065,Hamilton,Tennessee,78733,55316
47149,Rutherford,Tennessee,64515,36706
47187,Williamson,Tennessee,68212,31013
47165,Sumner,Tennessee,50129,18161
47163,Sullivan,Tennessee,46979,12578
47125,Montgomery,Tennessee,32341,21699
47189,Wilson,Tennessee,39406,14385
47009,Blount,Tennessee,37443,12100
47179,Washington,Tennessee,34252,13024
47011,Bradley,Tennessee,29768,7070
47113,Madison,Tennessee,21335,15448
47155,Sevier,Tennessee,28629,6297
47119,Maury,Tennessee,23799,10038
47001,Anderson,Tennessee,19212,9013
47141,Putnam,Tennessee,19002,6851
47147,Robertson,Tennessee,19410,6637
47035,Cumberland,Tennessee,20413,5202
47059,Greene,Tennessee,18562,4216
47167,Tipton,Tennessee,16910,5785
47105,Loudon,Tennessee,17610,4919
47145,Roane,Tennessee,15880,4837
47019,Carter,Tennessee,16898,3453
47073,Hawkins,Tennessee,16648,3507
47063,Hamblen,Tennessee,15857,4075
47031,Coffee,Tennessee,14417,4743
47053,Gibson,Tennessee,13786,5258
47047,Fayette,Tennessee,13055,5874
47089,Jefferson,Tennessee,14776,3494
47107,McMinn,Tennessee,14691,3510
47043,Dickson,Tennessee,13233,4722
47123,Monroe,Tennessee,13374,3186
47051,Franklin,Tennessee,11532,4374
47021,Cheatham,Tennessee,11297,3878
47099,Lawrence,Tennessee,12420,2821
47003,Bedford,Tennessee,11486,3395
47177,Warren,Tennessee,9540,3535
47103,Lincoln,Tennessee,10398,2554
47045,Dyer,Tennessee,10180,2816
47079,Henry,Tennessee,9508,3063
47013,Campbell,Tennessee,9870,2248
47131,Obion,Tennessee,9526,2426
47183,Weakley,Tennessee,9008,2772
47029,Cocke,Tennessee,9791,1981
47117,Marshall,Tennessee,8184,2852
47055,Giles,Tennessee,7970,2917
47143,Rhea,Tennessee,8660,1942
47115,Marion,Tennessee,7696,2832
47025,Claiborne,Tennessee,8602,1832
47017,Carroll,Tennessee,7756,2327
47077,Henderson,Tennessee,8138,1800
47109,McNairy,Tennessee,7841,1848
47071,Hardin,Tennessee,8012,1622
47185,White,Tennessee,7671,1845
47069,Hardeman,Tennessee,4919,4185
47133,Overton,Tennessee,6059,1945
47097,Lauderdale,Tennessee,4884,3056
47057,Grainger,Tennessee,6626,1154
47081,Hickman,Tennessee,5695,1824
47111,Macon,Tennessee,6263,1072
47159,Smith,Tennessee,5494,1689
47049,Fentress,Tennessee,6038,1100
47171,Unicoi,Tennessee,5671,1262
47085,Humphreys,Tennessee,4930,1967
47151,Scott,Tennessee,6044,934
47041,DeKalb,Tennessee,5171,1569
47075,Haywood,Tennessee,3013,3711
47129,Morgan,Tennessee,5441,1054
47091,Johnson,Tennessee,5410,988
47139,Polk,Tennessee,5097,1252
47023,Chester,Tennessee,5081,1243
47005,Benton,Tennessee,4716,1474
47173,Union,Tennessee,5053,1012
47181,Wayne,Tennessee,5036,717
47153,Sequatchie,Tennessee,4441,1053
47033,Crockett,Tennessee,3982,1303
47015,Cannon,Tennessee,4007,1127
47161,Stewart,Tennessee,3864,1222
47061,Grundy,Tennessee,3636,999
47007,Bledsoe,Tennessee,3622,897
47101,Lewis,Tennessee,3585,890
47039,Decatur,Tennessee,3588,894
47087,Jackson,Tennessee,3236,1129
47121,Meigs,Tennessee,3342,856
47083,Houston,Tennessee,2182,866
47169,Trousdale,Tennessee,2103,946
47127,Moore,Tennessee,2325,496
47027,Clay,Tennessee,2141,707
47135,Perry,Tennessee,2167,597
47137,Pickett,Tennessee,2021,536
47175,Van Buren,Tennessee,1820,539
47067,Hancock,Tennessee,1843,322
47095,Lake,Tennessee,1357,577
48201,Harris,Texas,545955,707914
48113,Dallas,Texas,262945,461080
48439,Tarrant,Texas,345921,288392
48029,Bexar,Texas,240333,319550
48453,Travis,Texas,127209,308260
48085,Collin,Texas,201014,140624
48121,Denton,Texas,170603,110890
48157,Fort Bend,Texas,117291,134686
48141,El Paso,Texas,55512,147843
48339,Montgomery,Texas,150314,45835
48491,Williamson,Texas,104175,84468
48215,Hidalgo,Texas,48642,118809
48167,Galveston,Texas,73757,43658
48039,Brazoria,Texas,72791,43200
48355,Nueces,Texas,50766,49198
48303,Lubbock,Texas,65651,28023
48027,Bell,Texas,51998,37801
48061,Cameron,Texas,29472,59402
48245,Jefferson,Texas,42862,42443
48423,Smith,Texas,58930,22300
48309,McLennan,Texas,48260,27063
48209,Hays,Texas,33826,33224
48041,Brazos,Texas,38738,23121
48139,Ellis,Texas,44941,16253
48091,Comal,Texas,45136,14238
48187,Guadalupe,Texas,36632,18391
48251,Johnson,Texas,44382,10988
48479,Webb,Texas,12947,42307
48367,Parker,Texas,46473,8344
48381,Randall,Texas,43462,8367
48329,Midland,Texas,36973,10025
48181,Grayson,Texas,35325,10301
48441,Taylor,Texas,33250,10085
48183,Gregg,Texas,28764,11677
48257,Kaufman,Texas,29587,10278
48397,Rockwall,Texas,28451,9655
48451,Tom Green,Texas,27494,9173
48485,Wichita,Texas,27631,8770
48135,Ector,Texas,25020,10249
48037,Bowie,Texas,24924,8838
48361,Orange,Texas,25513,5735
48231,Hunt,Texas,23910,6396
48469,Victoria,Texas,21275,8866
48213,Henderson,Texas,23650,5669
48005,Angelina,Texas,21668,7538
48375,Potter,Texas,19630,7657
48021,Bastrop,Texas,16328,10569
48203,Harrison,Texas,18749,7151
48221,Hood,Texas,21382,4008
48497,Wise,Texas,20670,3412
48291,Liberty,Texas,18892,4862
48265,Kerr,Texas,17727,4681
48199,Hardin,Texas,19606,2780
48347,Nacogdoches,Texas,14771,6846
48467,Van Zandt,Texas,18473,2799
48409,San Patricio,Texas,13030,7871
48259,Kendall,Texas,15700,3643
48373,Polk,Texas,15176,4187
48471,Walker,Texas,12884,6091
48493,Wilson,Texas,13998,4790
48053,Burnet,Texas,14638,3797
48401,Rusk,Texas,14675,3935
48499,Wood,Texas,15700,2630
48277,Lamar,Texas,14561,3583
48099,Coryell,Texas,12225,5064
48325,Medina,Texas,12085,4634
48001,Anderson,Texas,13201,3369
48073,Cherokee,Texas,12919,3469
48071,Chambers,Texas,13339,2948
48473,Waller,Texas,10531,5748
48349,Navarro,Texas,11994,4002
48459,Upshur,Texas,13209,2380
48097,Cooke,Texas,13181,2352
48477,Washington,Texas,10945,3382
48481,Wharton,Texas,10149,4238
48049,Brown,Texas,12017,1621
48143,Erath,Texas,11210,2160
48013,Atascosa,Texas,8618,4651
48465,Val Verde,Texas,5890,6964
48323,Maverick,Texas,2816,10397
48223,Hopkins,Texas,10707,2510
48241,Jasper,Texas,10609,2590
48171,Gillespie,Texas,10446,2288
48217,Hill,Texas,10108,2547
48249,Jim Wells,Texas,5420,6694
48067,Cass,Texas,9726,2391
48015,Austin,Texas,9637,2320
48321,Matagorda,Texas,8366,3500
48055,Caldwell,Texas,6691,4795
48147,Fannin,Texas,9548,2132
48427,Starr,Texas,2224,9289
48149,Fayette,Texas,8743,2144
48007,Aransas,Texas,7740,2465
48299,Llano,Texas,8299,1825
48365,Panola,Texas,8445,1835
48407,San Jacinto,Texas,8059,2038
48363,Palo Pinto,Texas,8284,1708
48019,Bandera,Texas,8163,1726
48185,Grimes,Texas,7065,2194
48273,Kleberg,Texas,4367,4716
48449,Titus,Texas,6511,2597
48419,Shelby,Texas,7179,1758
48463,Uvalde,Texas,4835,3867
48189,Hale,Texas,6366,2101
48227,Howard,Texas,6637,1770
48331,Milam,Texas,6364,2051
48285,LaVaca,Texas,7347,1170
48337,Montague,Texas,7526,885
48089,Colorado,Texas,6325,1987
48025,Bee,Texas,4744,3444
48225,Houston,Texas,6205,1978
48281,Lampasas,Texas,6385,1483
48233,Hutchinson,Texas,7042,854
48457,Tyler,Texas,6624,1248
48035,Bosque,Texas,6339,1278
48293,Limestone,Texas,5796,1778
48503,Young,Texas,6601,876
48161,Freestone,Texas,6026,1471
48289,Leon,Texas,6391,909
48179,Gray,Texas,6500,701
48219,Hockley,Texas,5809,1260
48395,Robertson,Texas,4668,2203
48057,Calhoun,Texas,4638,2118
48133,Eastland,Texas,6011,776
48051,Burleson,Texas,5316,1491
48123,DeWitt,Texas,5519,1163
48287,Lee,Texas,4997,1372
48177,Gonzales,Texas,4587,1571
48455,Trinity,Texas,4737,1154
48253,Jones,Texas,4819,936
48031,Blanco,Texas,4212,1244
48059,Callahan,Texas,4865,569
48351,Newton,Texas,4288,1156
48239,Jackson,Texas,4266,904
48415,Scurry,Texas,4410,733
48341,Moore,Texas,3977,1098
48145,Falls,Texas,3441,1684
48093,Comanche,Texas,4333,789
48387,Red River,Texas,3926,1149
48489,Willacy,Texas,1547,3422
48077,Clay,Texas,4377,536
48343,Morris,Texas,3446,1425
48003,Andrews,Texas,3927,836
48353,Nolan,Texas,3552,1029
48379,Rains,Texas,3968,628
48403,Sabine,Texas,3998,614
48165,Gaines,Texas,3907,597
48063,Camp,Texas,3201,1260
48163,Frio,Texas,1856,2444
48159,Franklin,Texas,3585,665
48297,Live Oak,Texas,3464,742
48313,Madison,Texas,3351,881
48009,Archer,Texas,3786,394
48043,Brewster,Texas,2077,1873
48315,Marion,Texas,2983,1165
48117,Deaf Smith,Texas,2911,1185
48255,Karnes,Texas,2965,1145
48371,Pecos,Texas,2468,1554
48131,Duval,Texas,1316,2783
48487,Wilbarger,Texas,3166,809
48279,Lamb,Texas,3111,771
48425,Somervell,Texas,3206,541
48399,Runnels,Texas,3250,453
48175,Goliad,Texas,2620,973
48083,Coleman,Texas,3177,388
48193,Hamilton,Texas,3060,479
48405,San Augustine,Texas,2622,910
48115,Dawson,Texas,2636,835
48429,Stephens,Texas,3034,348
48475,Ward,Texas,2547,783
48507,Zavala,Texas,694,2636
48445,Terry,Texas,2459,753
48237,Jack,Texas,2973,314
48127,Dimmit,Texas,974,2173
48389,Reeves,Texas,1417,1659
48505,Zapata,Texas,1029,2063
48307,McCulloch,Texas,2552,482
48357,Ochiltree,Texas,2628,274
48065,Carson,Texas,2620,249
48391,Refugio,Texas,1830,1034
48047,Brooks,Texas,613,1937
48369,Parmer,Texas,1915,485
48411,San Saba,Texas,2025,293
48483,Wheeler,Texas,2087,194
48501,Yoakum,Texas,1797,426
48119,Delta,Texas,1836,400
48333,Mills,Texas,1951,243
48377,Presidio,Texas,652,1458
48437,Swisher,Texas,1671,462
48335,Mitchell,Texas,1780,354
48247,Jim Hogg,Texas,430,1635
48075,Childress,Texas,1802,253
48283,La Salle,Texas,872,1129
48319,Mason,Texas,1656,354
48305,Lynn,Texas,1546,403
48069,Castro,Texas,1414,526
48153,Floyd,Texas,1474,435
48205,Hartley,Texas,1730,173
48267,Kimble,Texas,1697,206
48195,Hansford,Texas,1730,171
48495,Winkler,Texas,1403,420
48017,Bailey,Texas,1344,397
48207,Haskell,Texas,1403,314
48317,Martin,Texas,1455,266
48151,Fisher,Texas,1265,403
48107,Crosby,Texas,1181,468
48211,Hemphill,Texas,1462,181
48385,Real,Texas,1382,262
48111,Dallam,Texas,1261,222
48197,Hardeman,Texas,1207,249
48417,Shackelford,Texas,1378,103
48023,Baylor,Texas,1267,191
48169,Garza,Texas,1225,230
48129,Donley,Texas,1225,191
48271,Kinney,Texas,936,458
48081,Coke,Texas,1265,140
48435,Sutton,Texas,1075,313
48105,Crockett,Texas,980,372
48103,Crane,Texas,1049,299
48275,Knox,Texas,1078,247
48461,Upton,Texas,1007,286
48295,Lipscomb,Texas,1159,135
48243,Jeff Davis,Texas,695,422
48087,Collingsworth,Texas,983,145
48191,Hall,Texas,893,164
48137,Edwards,Texas,746,303
48095,Concho,Texas,885,148
48413,Schleicher,Texas,821,208
48011,Armstrong,Texas,924,70
48359,Oldham,Texas,850,78
48421,Sherman,Texas,807,96
48125,Dickens,Texas,755,128
48383,Reagan,Texas,709,167
48079,Cochran,Texas,679,190
48229,Hudspeth,Texas,503,324
48327,Menard,Texas,682,154
48447,Throckmorton,Texas,715,84
48109,Culberson,Texas,280,454
48235,Irion,Texas,660,90
48045,Briscoe,Texas,625,91
48433,Stonewall,Texas,555,135
48431,Sterling,Texas,549,70
48345,Motley,Texas,566,40
48101,Cottle,Texas,506,92
48173,Glasscock,Texas,553,34
48393,Roberts,Texas,524,20
48155,Foard,Texas,383,113
48311,McMullen,Texas,454,40
48443,Terrell,Texas,288,140
48263,Kent,Texas,360,59
48033,Borden,Texas,330,31
48261,Kenedy,Texas,84,99
48269,King,Texas,149,5
48301,Loving,Texas,58,4
49035,Salt Lake,Utah,138043,175863
49049,Utah,Utah,102182,28522
49011,Davis,Utah,62219,28776
49057,Weber,Utah,40235,23131
49053,Washington,Utah,42650,10288
49005,Cache,Utah,21139,8563
49045,Tooele,Utah,11169,4573
49043,Summit,Utah,7333,10503
49021,Iron,Utah,11561,2450
49003,Box Elder,Utah,12230,2282
49047,Uintah,Utah,9810,995
49051,Wasatch,Utah,6115,3063
49039,Sanpete,Utah,6673,1061
49041,Sevier,Utah,6740,695
49007,Carbon,Utah,5275,1717
49013,Duchesne,Utah,5508,500
49037,San Juan,Utah,2645,2042
49027,Millard,Utah,3860,431
49029,Morgan,Utah,3188,577
49019,Grand,Utah,1975,1960
49015,Emery,Utah,3425,380
49023,Juab,Utah,2827,442
49025,Kane,Utah,2265,741
49001,Beaver,Utah,1838,264
49017,Garfield,Utah,1606,358
49055,Wayne,Utah,966,271
49033,Rich,Utah,797,104
49031,Piute,Utah,626,47
49009,Daggett,Utah,331,77
50001,Addison,Vermont,5297,11217
50003,Bennington,Vermont,5925,9539
50005,Caledonia,Vermont,5533,6445
50007,Chittenden,Vermont,18298,54463
50009,Essex,Vermont,1506,1019
50011,Franklin,Vermont,8752,9351
50013,Grand Isle,Vermont,1487,2094
50015,Lamoille,Vermont,3570,7241
50017,Orange,Vermont,4997,7522
50019,Orleans,Vermont,5158,5181
50021,Rutland,Vermont,12471,13629
50023,Washington,Vermont,7993,18594
50025,Windham,Vermont,5462,14340
50027,Windsor,Vermont,8604,17544
51059,Fairfax,Virginia,157710,355133
51810,Virginia Beach,Virginia,98224,91032
51153,Prince William,Virginia,71721,113144
51107,Loudoun,Virginia,69949,100795
51041,Chesterfield,Virginia,85045,81074
51087,Henrico,Virginia,59857,93935
51013,Arlington,Virginia,20186,92016
51550,Chesapeake,Virginia,54047,52627
51760,Richmond City,Virginia,15581,81259
51710,Norfolk,Virginia,21552,57023
51700,Newport News,Virginia,25468,45618
51510,Alexandria,Virginia,13285,57242
51179,Stafford,Virginia,33868,27908
51085,Hanover,Virginia,39630,19382
51177,Spotsylvania,Virginia,34623,24207
51650,Hampton,Virginia,17902,41312
51003,Albemarle,Virginia,19259,33345
51161,Roanoke,Virginia,31408,17200
51019,Bedford,Virginia,30659,9768
51740,Portsmouth,Virginia,12795,28497
51800,Suffolk,Virginia,18006,23280
51095,James City,Virginia,21306,19105
51121,Montgomery,Virginia,19459,20021
51069,Frederick,Virginia,26083,11932
51770,Roanoke City,Virginia,14789,22286
51165,Rockingham,Virginia,25990,9366
51061,Fauquier,Virginia,22127,12971
51015,Augusta,Virginia,26163,8177
51680,Lynchburg,Virginia,17982,14792
51199,York,Virginia,18837,12999
51143,Pittsylvania,Virginia,21554,9199
51031,Campbell,Virginia,19551,6664
51067,Franklin,Virginia,18569,7257
51191,Washington,Virginia,19320,5553
51089,Henry,Virginia,15208,8198
51540,Charlottesville,Virginia,2960,17901
51047,Culpeper,Virginia,13349,7759
51093,Isle of Wight,Virginia,12204,7881
51171,Shenandoah,Virginia,14094,5273
51073,Gloucester,Virginia,13096,5404
51590,Danville,Virginia,7303,11059
51023,Botetourt,Virginia,13375,4494
51185,Tazewell,Virginia,15168,2895
51660,Harrisonburg,Virginia,6262,10212
51187,Warren,Virginia,11773,5169
51109,Louisa,Virginia,10528,6212
51137,Orange,Virginia,10521,5957
51083,Halifax,Virginia,9704,6897
51145,Powhatan,Virginia,11885,4060
51149,Prince George,Virginia,9157,6419
51001,Accomack,Virginia,8583,6740
51683,Manassas,Virginia,5953,8423
51009,Amherst,Virginia,9719,5057
51155,Pulaski,Virginia,10322,4172
51195,Wise,Virginia,12086,2701
51117,Mecklenburg,Virginia,8288,6285
51033,Caroline,Virginia,7147,6432
51075,Goochland,Virginia,8384,4889
51730,Petersburg,Virginia,1451,12021
51035,Carroll,Virginia,10663,2559
51065,Fluvanna,Virginia,7025,5760
51053,Dinwiddie,Virginia,7447,5765
51197,Wythe,Virginia,10046,2770
51173,Smyth,Virginia,9750,2665
51167,Russell,Virginia,9521,2330
51127,New Kent,Virginia,8118,3546
51775,Salem,Virginia,7226,4202
51099,King George,Virginia,7341,4007
51600,Fairfax City,Virginia,3702,7367
51630,Fredericksburg,Virginia,3744,6707
51790,Staunton,Virginia,5133,5333
51163,Rockbridge,Virginia,6680,3508
51139,Page,Virginia,7831,2514
51840,Winchester,Virginia,4790,5164
51169,Scott,Virginia,8247,1581
51079,Greene,Virginia,5945,2924
51105,Lee,Virginia,7543,1627
51027,Buchanan,Virginia,7296,1721
51820,Waynesboro,Virginia,4801,3764
51101,King William,Virginia,5975,2760
51147,Prince Edward,Virginia,4101,4591
51670,Hopewell,Virginia,3885,4724
51175,Southampton,Virginia,5035,3595
51193,Westmoreland,Virginia,4448,3836
51141,Patrick,Virginia,6454,1768
51570,Colonial Heights,Virginia,5681,2367
51125,Nelson,Virginia,4154,3689
51043,Clarke,Virginia,4661,3051
51071,Giles,Virginia,5910,1950
51063,Floyd,Virginia,5293,2300
51011,Appomattox,Virginia,5715,2023
51610,Falls Church,Virginia,1324,5819
51025,Brunswick,Virginia,3046,4481
51830,Williamsburg,Virginia,1925,5206
51133,Northumberland,Virginia,4302,2852
51005,Alleghany,Virginia,4874,2166
51029,Buckingham,Virginia,3950,3128
51077,Grayson,Virginia,5592,1407
51735,Poquoson,Virginia,5092,1601
51007,Amelia,Virginia,4708,2128
51520,Bristol,Virginia,4892,1835
51113,Madison,Virginia,4419,2203
51135,Nottoway,Virginia,3712,2829
51103,Lancaster,Virginia,3523,2869
51051,Dickenson,Virginia,4932,1335
51131,Northampton,Virginia,2686,3255
51750,Radford,Virginia,2638,2925
51119,Middlesex,Virginia,3670,2108
51690,Martinsville,Virginia,2149,3533
51037,Charlotte,Virginia,3479,2155
51111,Lunenburg,Virginia,3204,2227
51057,Essex,Virginia,2657,2542
51115,Mathews,Virginia,3517,1563
51685,Manassas Park,Virginia,1733,3204
51183,Sussex,Virginia,2055,2879
51049,Cumberland,Virginia,2697,2036
51157,Rappahannock,Virginia,2539,1747
51081,Greensville,Virginia,1737,2558
51181,Surry,Virginia,1819,2272
51036,Charles City,Virginia,1476,2496
51620,Franklin City,Virginia,1421,2519
51097,King and Queen,Virginia,2099,1468
51159,Richmond,Virginia,2213,1347
51021,Bland,Virginia,2573,453
51045,Craig,Virginia,2140,541
51678,Lexington,Virginia,766,1514
51530,Buena Vista,Virginia,1430,693
51580,Covington,Virginia,1349,914
51640,Galax,Virginia,1603,681
51595,Emporia,Virginia,789,1530
51017,Bath,Virginia,1548,603
51720,Norton,Virginia,1021,383
51091,Highland,Virginia,958,371
53033,King,Washington,216339,718322
53053,Pierce,Washington,146824,172538
53061,Snohomish,Washington,128255,185227
53063,Spokane,Washington,113435,93767
53011,Clark,Washington,92441,92757
53067,Thurston,Washington,48624,68798
53035,Kitsap,Washington,49018,63156
53073,Whatcom,Washington,40599,60340
53005,Benton,Washington,47194,26360
53077,Yakima,Washington,41735,31291
53057,Skagit,Washington,24736,26690
53015,Cowlitz,Washington,24185,17908
53029,Island,Washington,18465,20960
53009,Clallam,Washington,18794,17677
53041,Lewis,Washington,21992,9654
53007,Chelan,Washington,18114,13032
